"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @JackTreseler","@JackTreseler follows"
sidlal,"Sid Lal",,"6,281",394,"16 Apr 2009 18:10:41",544,"25 Jul 2016 18:15:12","Biker, CEO Royal Enfield & Eicher Motors",,11.5,75.5,11.5,55.2,,
marnimand,"Marni Mandell","Boston, MA","2,056","1,364","26 Oct 2009 16:04:03","5,114","19 Jul 2016 02:03:26","Co-Founder & CEO of @Carehoods. Passionate about helping patients & caregivers get the support they need. Love #helping, #socialchange & #icecream.",http://www.carehood.co,0,0,0,55.2,,
active_angel,"shailesh saraf","Pune,India","1,707","4,800","16 Feb 2010 19:14:53","1,358","15 Aug 2016 03:13:47","Surface Coating Technologist, currently working with a construction company as a ceo, we are planning smart townships based on sustainable technologies",,0,0,0,55.2,,
Kenn_uh_dee,Kenn-uh-Dee,"Chillin On Ya Temporal Lobe","1,692",836,"01 Mar 2010 23:53:58","196,793","09 Aug 2016 14:17:58","CEO, Bucs #3, Leprechaun wrangler, Black Market Unicorn Horn Hustler, Union Rep for Partial Midgets of America. Booking: ImJustChillin@gmail.com",,0,0,0,55.2,,
yls_sincere,#SuccessFromSin,,"15,455",542,"29 Aug 2011 02:40:28","43,153","13 Aug 2016 18:31:12","ceo of #yls https://m.youtube.com/watch?feature=youtu.be&v=H_l7J2kpqAE",,37.5,48,1.5,55.2,,
Mel_Pickup,"Mel Pickup","Widnes, Cheshire","2,253","1,167","30 May 2013 13:54:28","4,014","31 Jul 2016 20:36:05","CEO Warrington and Halton Hospitals NHS FT Passionate about Quality,People, and Sustainability Tweeting my own views",,32,62,9.5,55.2,,
ImpensB,impens.bart,knokke,"55,541","51,817","16 Nov 2013 01:02:54","7,230","10 Aug 2016 19:15:27","#art#artiest and #writer. Enjoy my children,#activist #humanrichts, #animalrichts #anonymus rebel free speech, #anarchist #ceo impens bvba",,11.6,76.3,13.1,55.2,,
vicentearias,"Vicente Arias",Barcelona,"2,122",191,"15 Jul 2008 08:09:47",946,"29 Jul 2016 13:39:43","Founder y CEO de https://t.co/dzh3E3YG9r, todos tus seguros en el móvil y https://t.co/shejETNbes, https://t.co/DWBQz8N6iw,... Serial entrepreneur / Angel Inves",http://www.coverfy.com,0,0,0,55.2,,
tceb62,"Tim Brown","Palo Alto","65,417",217,"07 Jan 2009 23:09:24",725,"04 Aug 2016 16:45:35","author of Change By Design / CEO of @IDEO",http://designthinking.ideo.com,17.6,80.9,1,55.2,,
George_Costanza,"DJ George Costanza","NY, NY","2,582","2,423","17 May 2010 02:25:59","13,827","10 Aug 2016 20:04:04","FOUNDER AND CEO OF DJ GEORGE COSTANZA. POP PUNK MIX: https://t.co/kGVG70dUhD COUNTRY RAP MIX: http://t.co/N74xjDu1NV #ExtremeAnimals",https://soundcloud.com/george_costanza/,28,13.5,8,55.2,,
AndreaGiuricin,"Andrea Giuricin",,"1,343",456,"05 Nov 2011 12:30:05","8,078","09 Aug 2016 15:53:29","CEO of TRA Consulting, Economist, Adjunct Professor at University Milano Bicocca, Fellow at Istituto Bruno Leoni",,0,0,0,55.2,,
crvgalatta,"Venkatesh (CRV)","Chennai, Madurai","6,620",474,"12 Jul 2012 09:11:43","12,833","12 Aug 2016 13:35:44","Founder - CEO of https://t.co/CaOser53Lz & Galatta Cinema, South Indian Film Analyst and Tracker, Tamil News Journalist",http://www.galatta.com,37.5,19.5,26.5,55.2,,
Huperniketes,"Alfonso Guerra","New York, NY","1,349",657,"06 Mar 2007 18:26:18","9,326","10 Aug 2016 12:10:49","Seer. Founder/CEO of productivity software publisher Apokalypse Software Corp. Software process improvement.",,0,0,0,55.2,,
Leslee_Thompson,"Leslee Thompson",,"4,701","2,183","16 Nov 2011 20:18:31","7,808","28 Jul 2016 22:56:44","CEO Accreditation Canada & Accreditation Canada International. Excited to continue partnering with patients to drive change in health care. Tweets are my own.",http://www.accreditation.ca,35,53.5,1,55.2,,
JesusPerezLlano,JesusPerez-Llano,,"1,202","1,722","11 Nov 2012 18:19:52","1,452","04 Aug 2016 14:38:45","CEO of TedCas. University professor. PhD in Telecom and MBA in entrepreneurship by the IEBS.Aikido Fan and Martial Entrepreneur ;)",,0,0,0,52.6,,
nicolaiwadstrom,"Nicolai Wadstrom","San Francisco, California","42,167","1,627","11 Jun 2007 13:26:21","3,071","15 Aug 2016 00:39:40","CEO/Founder @bootstraplabs. Serial Entrepreneur, Angel investor, Startup advisor, in San Francisco Bay area/Silicon Valley.",http://nicolaiwadstrom.com/,97,1.5,1,56,,
StephanteMG,MGANG,local,"3,726",637,"21 Feb 2012 20:28:27","96,647","16 Aug 2016 01:29:23","Chef|Creator|Ceo - M O O N . G A N G",http://moongang.co.uk,16.5,50.5,6.5,55.2,,
ProdBy_LatexLg,"Lg's World 3!!!","Souf Central,Cali [Global Now]","1,694",712,"26 Jul 2012 21:35:31","20,656","06 Aug 2016 20:10:43","Yungin Lg/LgBeatz - http://myflashstore.net/profile/lgbeatz @TheAkaiMasters Ceo | ProducedByLg@Gmail #SeriousInquires MGMT/Booking:@BillCooks",https://spinrilla.com/mixtapes/the-akai-masters-lg-s-world-3-the-arrival,1.5,31,13.5,55.2,,
wigansalazar,"Wigan Salazar",Germany,"3,155","3,735","30 Mar 2009 21:07:34","13,295","12 Aug 2016 08:35:45","PR guy. CEO @msl_germany. @soas, @unibonn + @KAS_JONA alumnus. Manila-born (landed in Berlin via Bonn and London). Views voiced here purely personal.",http://www.mslgroup.de,22.5,35.5,32,55.2,,
CharlyMaizIT,"Charly Maiz","Buenos Aires, Argentina","10,762","3,040","28 Jul 2010 15:34:04","1,084","06 Aug 2016 00:07:40","Consulente SEO e Social media Ceo @creativafish @radioshocknet Spagnolo @charlymaiz",http://www.charlymaiz.top/,12,87.5,0.5,55.2,,
srdjan_subotic,"Srdjan Subotic","Zagreb, Croatia","1,733","2,209","07 Nov 2011 14:15:36","4,092","12 Aug 2016 05:52:47","#entrepreneur #globetrotter #winelover #CEO at Nigra Vision, Member of the Advisory Council on Youth @CoE ; ❤ #aikido #basketball #publicrelations #politics ❤",,0,0,0,55.1,,
kunipmok,#ForeverRise,CYJL,877,65,"22 Apr 2015 01:08:28","17,603","16 Aug 2016 00:39:58","@got7official @official_jyoung",,0,0,0,53.3,,
_wli,"William Li","Hong Kong","1,466","2,046","04 May 2007 17:56:11","47,630","31 Jul 2016 13:00:25","CEO of @BBIHQ. Tech Consultant, Developer, Photographer, and Entrepreneur. Your time is limited, so don't waste it living someone else's life.",http://wazup.me,0,0,0,55.2,,
BarisW,"Baris Wanschers",Utrecht,"1,327",502,"25 Nov 2008 23:07:12","10,162","25 Jul 2016 21:47:46","Founder and CEO of LimoenGroen (http://t.co/PNeeTFtA6H) and Chairman of the Dutch Drupal foundation.",http://www.bariswanschers.com/,0,0,0,55.2,,
minaminita,"mina sohn 손미나","paris, seoul","127,653","1,108","05 May 2010 09:48:40","8,939","08 Aug 2016 08:41:09","'페루, 내 영혼에 바람이 분다' 파리에선 그대가 꽃이다'/ 스페인, 너는 자유다/ 누가 미모자를 그렸나/ 전 kbs 아나운서, 작가, Editorial Director of Huffington Post Korea/ CEO&founder of SOHNMINA&CO., TSOLSeoul",http://www.ssac.company,89,11,0,55.2,,
AngelFaceMedia,Michelle,Georgia,"5,035","4,824","27 Jun 2010 15:37:50","9,858","13 Aug 2016 00:42:10","Model, Consultant Author CEO AngelFaceMedia Experienced Expert Entrepreneur Marketing, TransformationCoaching StressManagement and Promotion, Advertising",,28,63.5,8,55.2,,
JesusB_Azuaga,"JESÚS AZUAGA","Málaga, España.","1,323","1,078","25 May 2011 22:02:47","12,237","15 Aug 2016 21:18:04","#FG // NTVNTN // SLTN // TMC // Ilustrador // CEO https://t.co/bdb0KOPxvO",http://jesusazuaga.jimdo.com,0,0,0,55.3,,
EmperorOOMK,"OBASEMO Olumide M. K","Lagos, Nigeria","1,829","1,415","01 Jan 2013 21:20:00","10,475","08 Aug 2016 12:00:02","Man (+ all its flaws). Husband. Father. Co-Founder/CEO @essential_infra. MD/CEO @NfcNg. Contributor to @StartupGrind. @ManUtd fan. Avid Reader & Traveller",,0,0,0,55.2,,
yoonschwe,"️",they/them,"1,304",225,"18 Mar 2015 18:09:45","61,413","30 Jul 2016 17:21:52","ceo and founder of mingyu antis inc.",http://listography.com/neomuyxppo,0,0,0,55.2,,
jwegener,"Jonathan Wegener","New York City (east village)","5,487","1,160","02 Apr 2007 06:51:29","27,688","11 Aug 2016 17:57:52","Co-founder/CEO of @Timehop. Also built https://t.co/Q5wJiYooiQ",http://timehop.com,19.5,4,71.5,55.1,,
LDrogen,"Leigh Drogen",leigh@estimize.com,"12,051",603,"16 Jan 2009 18:44:10","71,388","12 Aug 2016 15:55:48","Founder and CEO @Estimize and @ForceRankApp, Advisor @Slingshot_invst, Former PM at Surfview Capital, Citizen of the Internet, Hockey Player, Surfer",http://forcerank.com,40,19.5,16.5,55.1,,
johnmcaldwell,"John Caldwell",Australia,"9,529","1,435","16 Apr 2009 11:11:42","11,497","09 Aug 2016 21:19:38","Entertainment Reporter KIIS , Media Commentator Channel 10. Australian of the Year-Vic 2014. Youth, domestic violence & equality campaigner. CEO. Midsumma Chair",http://www.johnmcaldwell.com,22.5,44,26,55.1,,
latornaderose,"AG de La TornadeRose","Paris - Washington DC",865,"1,993","01 Sep 2009 19:02:29","8,327","07 Aug 2016 17:34:53","#CEO of the pink tornado entre #Paris #Washington DC une vraie tornade d'efficacité ! 6 filles à la maison.",,0,0,0,55.1,,
amiller,"Andrew Miller","Palo Alto, CA","5,039",287,"18 May 2011 00:00:42","4,910","02 Aug 2016 06:22:46","Now: Chairman/Co-Founder NRG eSports. Co-Owner Sacramento Kings, NBA, Modesto, Nuts Single A Rockies. Was: CEO Quattro Wireless; VP Apple",,50,44,7.5,55.1,,
GrekinChappaz,Grekin&Chappaz,"Paris, Ile-de-France","4,364","5,001","16 Sep 2014 08:57:19",403,"09 Aug 2016 14:48:34","- Hey #StartUp! Grab your piece of Europe! - CEO.@GlennGrekin.&.COO.@RaChappaz [Powered.by.@CeTools]",,2,94.5,1,55.1,,
Shanny_LDN,"#StyledByShanny.✨",,868,733,"30 Mar 2015 23:56:00","8,317","15 Aug 2016 13:31:06","CEO of @StyledbyShanny",,0,0,0,55.2,,
CEO_Registry,"Join dotCEO",,"2,584","3,714","05 Aug 2014 00:54:20","13,676","14 Aug 2016 17:30:03","Secure your .CEO domain and join a platform of over 3000 CEOs. Visit https://t.co/4CYsIvaNwj",http://Claim.CEO,92,3,10,55.1,,
IAmBanafsheh,"banafsheh ghassemi","tweets in english farsi french","3,383","1,590","07 Dec 2008 05:00:23","29,971","15 Aug 2016 23:08:49","@tangerinelab CEO. thinker-doer. service/customer experience innovation sherpa. HCD. emerging tech. patron of nonconformity. hypocrite slayer. humanist.",http://about.me/banafsheh,42.5,21.5,23,55.1,,
Smael_Sebti,"Smael Sebti",Casablanca,"10,707","2,534","24 Dec 2008 14:25:37","16,305","05 Aug 2016 20:05:01","Entrepreneur, Digital Expert, Speaker et jeune papa : CEO @WBC_ma & CMO @smart_eez // LinkedIn : http://linkd.in/SHHDxj",http://www.wbc.ma,27.5,30,36,55.1,,
mariannegazeau,"Marianne Gazeau",Paris,731,835,"04 Feb 2010 10:59:41","3,567","15 Aug 2016 11:20:08","CEO de Sesame Consultants, société de veille et d'analyse stratégique. A l'initiative du projet sur le foot féminin Foot d'Elles. #emploi #i4Emploi #Paris2024",http://www.sesame-consultants.com,0,0,0,53.3,,
SoyCamiloOrozco,"Camilo Orozco","Medellín, CO","6,641",758,"28 Apr 2010 01:21:45","29,807","14 Aug 2016 06:55:47","Las personas cuentan historias, yo cuento la historia de mi vida, mi daily journey. Founder & CEO at @TorresorAgency",http://youtube.com/kmiloproducciones,40,22,14,55.1,,
EJWalters,"Ed Walters","Washington, DC","3,207","1,703","04 Dec 2008 19:13:41","14,645","16 Aug 2016 01:46:24","CEO of @Fastcase. Teaching Law of Robots at @GeorgetownLaw.",http://www.linkedin.com/in/walters,13,74.5,7.5,55.2,,
MrKaress,Karess,"Greensboro NC","5,066","4,710","15 Aug 2011 05:43:51","122,661","15 Aug 2016 16:26:12","24. 11-26-91 Owner of #KaressEnt #CEO #Greensboro #336 Born Southside Add me on SC & IG - MrKaress Host Promoter Come Work For Me Former #NCCU student",http://facebook.com/Jaquanlawary,7.5,13,78,55.1,,
WavyWorldNino,"Almighty Nino","I think im Joe Caroll","129,613",995,"07 Aug 2012 23:27:57","8,120","28 Mar 2016 17:11:32","Recording artist, Sound Engineer, Model and entrepreneur. Founder/CEO of #WaVYWoRLD Records. New Mixtape on @datpiff link in my bio !",https://m.datpiff.com/tape/756385?utm_campaign=piff.me&utm_source=&utm_medium=piff.me,34.5,25,5.5,55.1,,
LondonGrowth,"London Biz Growth","London, United Kingdom","8,675","6,811","13 Apr 2015 20:05:20","3,156","15 Aug 2016 08:01:34","#BusinessCoaching #SME owners to grow, build wealth & get their lives back through infinite growth opportunities. CEO:@DonnieDhillon #ActionCOACH Tweet/Msg us ツ",http://www.londonbusinessgrowth.com,71.5,24.5,0.5,55.2,,
edmundas4,"Eddy Balcikonis","Vilnius, Lithuania","1,694",301,"01 May 2009 12:16:22","4,936","30 Jul 2016 13:00:35","Edmundas 'Eddy' Balcikonis, Co-Founder & CEO at https://t.co/m7V6aErSBS",http://trackduck.com/,0,0,0,55.1,,
NPopivoda,"Nataša Popivoda","Montenegro & Slovenia","1,611","1,803","08 Oct 2010 19:26:44","43,112","01 Jan 1970 00:00:00","Sportina Group, CEO Sportina Montenegro",http://www.sportina.me,0,0,0,55.1,,
mariovofficial,"Mario Villegas",Mexico,"73,070","3,812","15 Dec 2011 05:53:14","11,488","09 Aug 2016 21:59:29","CEO & Founder at Fantics, Inc. | OG @bkstg | Singer, Composer, Manager and Promoter. Buy my new EP '#Squads'",http://mariovillegasoficial.wix.com/popsinger,73.1,10.4,7.3,55.1,,
LakeshiaMByrd1,"Lakeshia M. Byrd","Who cares where I'm from","5,950","6,301","23 Oct 2015 23:09:15","7,960","15 Aug 2016 05:21:11","Owner/CEO #ShowMeDesigns #GraphicsDesigner Married to @AuthorTimWByrd @LakeshiaMByrd",http://lakeshiambyrd.wix.com/designs,30.8,63.1,34.8,55.3,,
alisaamiller,"Alisa Miller",,"4,958","4,449","23 Feb 2008 04:06:01","8,598","10 Aug 2016 15:15:34","CEO @PRI, @globalpost, @TEDTalk-1.5M views, @LuminaFound BD, great storytelling, mobile products, journalism, women, media/tech, podcasts, kids & more cowbell.",http://www.pri.org,40,56.5,3,55.1,,
AFloresMosquera,"Alejandro Flores M.",Madrid,"1,854",770,"21 Jan 2010 14:24:52","8,709","12 Aug 2016 00:02:55","Founder & CEO en http://www.nextep.es : #MarketingDigital #Marketing #Retail #Digital #Estrategia. Opiniones personales. También estoy en @nextep_es",http://www.linkedin.com/in/alejandrofloresmosquera,0,0,0,55.1,,
monbuba,"Montse Buzón",Cádiz,"1,806","1,783","10 Feb 2012 11:04:23","2,871","09 Aug 2016 00:53:58","Soñadora, emprendedora y apasionada por el Marketing. CEO y consultora en @ExcellentMk. Delegada territorial @aerco_comunidad en Cádiz.",http://excellentmk.com,0,0,0,55.1,,
ItsDaBruhMan,"Bruh Bruh",,"7,570",906,"20 Sep 2012 17:56:52","6,815","03 Aug 2016 12:43:45","CEO & Founder of Bass Gods Records. @808Gods / @BassGodsRecords",http://BassGodsRecords.Com,10.1,50.3,25.6,55.1,,
defunkt,"Chris Wanstrath","San Francisco","46,315","5,646","27 Jan 2007 08:00:51","11,846","23 Dec 2015 20:01:52","GitHub Co-Founder & CEO",https://github.com/defunkt,33,37,24,55.1,,
Leonie_Dawson,"Leonie Dawson",Canberra,"17,910","6,599","02 Jul 2008 08:40:44","21,184","12 Aug 2016 19:00:00","CEO. Author. Artist. Creative. Hippy. Blogger. Hugger. Mama to two mermaids. Perving on my Scorpio hunk of a husbo. http://www.leoniedawson.com",http://leoniedawson.com,80.5,2,2,55.1,,
IMtruuCOKE,CliffMarleyy,"Kingston Beach, VA","1,429","1,100","02 May 2009 02:39:34","73,303","09 Aug 2016 16:23:23","Beach raiseddd thisss Emperor/CEO #TOPSHOTTA #TN$ #TEAM6thSPLIFF #NEWVA #legalizeUS",http://www.datpiff.com/Cliff-Marley-Rerockreroll-mixtape.691131.html,0,0,0,55.1,,
PerryTimms,"Perry Timms",www.pthr.co.uk,"10,032","6,461","13 May 2009 21:10:04","37,649","08 Aug 2016 12:32:00","HR pro & PTHR CEO. Certified WorldBlu Freedom @ Work Consultant + Coach. Future of Work TEDx speaker. CIPD Adviser: Social Media. Soulboy Northampton Town fan",http://www.adjusteddevelopment.wordpress.com,24,39.5,33.5,55.1,,
officialJasonG,"Jason Gardiner",London,"145,622",494,"02 Nov 2009 12:14:32","7,028","21 Jul 2016 20:20:54","CEO & Creative Director of @OfficialTRHG Choreographer/ Performer/ TV Personality https://t.co/vBxjcLjQq1",http://www.therabbitholegroup.com,28.5,11,56.5,55.1,,
TheRealJStorm,J.Storm,"LA✈️ OH✈️ VA✈️","2,323","1,826","18 Nov 2009 03:38:46","35,190","12 Aug 2016 03:49:53","J.Storm | Forecast Music Group CEO| #GTM Vice Pres. | Heard Work | Event Booking & Video Services contact: Heardwrk@Gmail.com |ZombieLife & Rituals3 online now!",http://itunes.apple.com/us/album/zombielife/id790571780,44.5,30,9,55.1,,
BruceFordycerun,"Bruce Fordyce","Johannesburg, South Africa","12,691",576,"19 Oct 2010 08:14:44","3,220","03 Aug 2016 09:22:27","The official page for Bruce Fordyce.9 times Comrades Marathon winner•professional speaker•sports writer.•CEO @parkrunSA •@TeamVitality ambassador",http://www.brucefordyce.com,30,37,21.5,55.1,,
j_racero,"José Antonio Racero","Algeciras, Cadiz, Spain","2,450","2,197","10 Nov 2010 15:35:03","10,821","02 Aug 2016 10:06:11","Promoting technological projects. CEO & Founder at @OmniumLab. Game-based Learning, Apps, video games & beer lover",http://www.omniumlab.com,6.5,80.5,11.5,55.1,,
jajahetismewat,Jajahetismewat,"Pitoresk Almere aan de Haven","1,313",779,"09 Jun 2011 13:39:23","43,849","15 Jul 2016 21:45:52","Geweldig mens | Moeder | Tussen Nerds en CEO's | Crocs met kittig hakje | Danst voor u de Quickstep op bruiloften en partijen, immer leidend.",,0,0,0,55.1,,
flexewebs,"Jason Grant","Surrey, UK","1,992","1,172","07 Apr 2008 13:53:28","13,422","14 Aug 2016 18:36:04","Speaker, Design Coach, Innovator, CEO, Business Strategist. @uxpauk Committee Member. CEO at @uxcoachme.",,0,0,0,55.1,,
caseywasserman,"Casey Wasserman","Los Angeles, CA","29,296","1,617","04 Dec 2008 04:30:05","1,975","09 Aug 2016 14:56:11","Chair/CEO @Wasserman, Chair @LA2024, Philanthropist @wassermanfdn",http://www.teamwass.com,32,58.5,6.5,55.1,,
handikapratama,"Handika Pratama","ÜT: -6.325048,106.764512","151,305",450,"30 Sep 2009 13:35:09","18,024","08 Aug 2016 13:13:44","Contact for business:(Line ID) Untuk_handika |Artist|CEO @ChikaraCorp ( E.O ) & Chikara Artist Management| Owner @WarungTekko Bintaro Plaza & Pluit Village☕️",,77.4,18.6,1.5,55.1,,
RicFelicetti,"Riccardo Felicetti","Predazzo (TN), Italy","2,776",567,"12 Sep 2011 11:14:57","6,912","01 Aug 2016 11:39:26","CEO pastificio Felicetti",http://felicetti.it,22.5,55.5,12.5,55.1,,
harnevo,"Ran Harnevo","New York","4,000",268,"17 Sep 2008 05:11:35","8,251","09 Aug 2016 12:48:49","Former CEO, @Bkstg; Former President, Video @Aol, and Co-Founder/CEO, 5min Media. An Israeli living in NY. I tweet in Hebrew and English, deal with that!",http://Bkstg.com/app,23.5,20,42,55.1,,
thnms,unknown,,209,"1,052","20 May 2010 07:19:01","20,240","13 Aug 2016 09:09:46","CEO y Co-Founder de @thnms. Soy el Sable Láser de Yoda en la oscuridad. Soy el que llama a la puerta. Soy el peligro.",,0,0,0,55.2,,
dcircuns,"David Circuns",Barcelona,997,"1,045","05 Jun 2011 06:57:00","9,103","04 Aug 2016 11:43:00","CEO Planning Sisplamo & Made Design. https://t.co/WUk2L1MLJj /madedesign.es Leuchtturm1917, Lamy, Remember, Semikolon y Pepin Press",,0,0,0,55.1,,
RalphLaFlareOG,RalphGod,"Chicago, IL","1,005",302,"18 Aug 2011 22:46:54","124,522","16 Jul 2016 20:14:54","FinesseGod|Music Artist|Fashion Mogul|Features/BusinessInquires|Email:RalphGodBusiness@gmail.com|RIPMario| RioGang⛽️|CEO Of @LaFlareRecords|#HotSummer|",,0,0,0,55.1,,
apoorvamehta18,"Apoorva Mehta","Bandra West, Mumbai","17,447",305,"30 Aug 2011 08:34:20",573,"03 Aug 2016 06:26:01","CEO - Dharma Productions",,30,27.5,14,55.1,,
Nick_Ethereal,Nick,"United States","2,017","1,707","22 Sep 2012 16:34:27","8,413","04 Aug 2016 04:29:45","CEO and Founder of fitness apparel company, I sell anime/superhero shirts, and I'm a Youtuber",,0,0,0,55.1,,
simonhossell,"Simon Hossell",,"2,302","2,262","22 Oct 2012 12:32:40","2,363","08 Aug 2016 09:57:15","PIPE - Founder/CEO // mobile, internet, IoT, social media, privacy...",,0,0,0,55.1,,
bitemyvag,Nol,,809,1,"06 Aug 2013 09:43:11","9,892","01 Jan 1970 00:00:00","Mr CEO",,0,0,0,55.1,,
DeniseRestauri,"Denise Restauri","New York","6,244",230,"18 Mar 2008 16:35:50","4,266","05 Aug 2016 12:23:11","Storyteller - Amplify Women's Voices. Connector. Forbes Contributor & Podcast Host. CEO Girlquake. Author. Professor. Guest Lecturer Stanford University",http://blogs.forbes.com/deniserestauri/,42,14.5,48,55.1,,
Czardelarua,"estoy en coma",Gadamadre,"1,223",994,"18 Jan 2010 23:25:00","66,987","16 Aug 2016 01:54:49","sexi, loco, impulsivo, pocos followers, mal tuitero... Viviendo y viajando ✈️✈️✈️ si me ves en el aeropuerto me saludas",,0,0,0,55.3,,
